000069098_t.LU,APAM.LU
079217093_t.LU,
079217115_t.LU,
079244376_t.LU,
079296961_t.LU,
079297224_t.LU,
079297275_t.LU,
079297356_t.LU,
079340235_t.LU,
079341975_t.LU,
079359157_t.LU,
079359190_t.LU,
079359602_t.LU,
079359661_t.LU,
079360066_t.LU,
079372536_t.LU,
079374377_t.LU,
079379905_t.LU,
079380245_t.LU,
079412562_t.LU,
079413585_t.LU,
079420409_t.LU,
079423718_t.LU,
079425036_t.LU,
079439428_t.LU,
079439720_t.LU,
079450332_t.LU,
079461865_t.LU,
079514853_t.LU,
079525405_t.LU,
079538345_t.LU,
079539414_t.LU,
079605875_t.LU,
079683434_t.LU,
079748102_t.LU,
079989720_t.LU,
079996220_t.LU,
079996297_t.LU,
079996319_t.LU,
080017464_t.LU,
080017677_t.LU,
080059370_t.LU,
080084161_t.LU,
080145721_t.LU,
080273371_t.LU,
080274602_t.LU,
080298994_t.LU,
080300611_t.LU,
080326343_t.LU,
080335024_t.LU,
080335300_t.LU,
080346174_t.LU,
080346476_t.LU,
080350015_t.LU,
080464754_t.LU,
080556284_t.LU,
080563825_t.LU,
080593714_t.LU,
080599625_t.LU,
080659008_t.LU,
080661312_t.LU,
080931867_t.LU,
081010218_t.LU,
081060622_t.LU,
081145512_t.LU,
081156212_t.LU,
081210934_t.LU,
081215430_t.LU,
081324425_t.LU,
081337299_t.LU,
081372918_t.LU,
081372926_t.LU,
081372934_t.LU,
081372942_t.LU,
081372969_t.LU,
081372977_t.LU,
081372985_t.LU,
081372993_t.LU,
081373019_t.LU,
081373027_t.LU,
081373035_t.LU,
081373043_t.LU,
081373051_t.LU,
081373060_t.LU,
081373078_t.LU,
081373086_t.LU,
081373094_t.LU,
081373108_t.LU,
081373116_t.LU,
081373124_t.LU,
081373132_t.LU,
081373159_t.LU,
081373167_t.LU,
081373175_t.LU,
081373183_t.LU,
081373191_t.LU,
081373213_t.LU,
081373221_t.LU,
081373230_t.LU,
081373248_t.LU,
081373256_t.LU,
081373264_t.LU,
081373272_t.LU,
081373329_t.LU,
081373337_t.LU,
081373345_t.LU,
081373353_t.LU,
081373361_t.LU,
081373370_t.LU,
081373388_t.LU,
081373396_t.LU,
081373400_t.LU,
081373418_t.LU,
081373426_t.LU,
081373434_t.LU,
081373442_t.LU,
081373469_t.LU,
081373477_t.LU,
081373485_t.LU,
081373493_t.LU,
081373507_t.LU,
081373515_t.LU,
081373523_t.LU,
081373531_t.LU,
081373540_t.LU,
081373558_t.LU,
081373566_t.LU,
081373574_t.LU,
081373582_t.LU,
081373604_t.LU,
081373612_t.LU,
081373639_t.LU,
081373647_t.LU,
081373655_t.LU,
081373663_t.LU,
081373671_t.LU,
081373680_t.LU,
081373698_t.LU,
081373701_t.LU,
081373728_t.LU,
081373736_t.LU,
081373744_t.LU,
081373752_t.LU,
081373779_t.LU,
081373787_t.LU,
081373795_t.LU,
081373809_t.LU,
081373817_t.LU,
081373825_t.LU,
081373833_t.LU,
081373841_t.LU,
081373850_t.LU,
081373868_t.LU,
081373876_t.LU,
081373884_t.LU,
081373892_t.LU,
081373906_t.LU,
081373914_t.LU,
081373922_t.LU,
081373949_t.LU,
081373957_t.LU,
081373965_t.LU,
081492883_t.LU,
081561656_t.LU,
081561982_t.LU,
081562091_t.LU,
081563861_t.LU,
081563900_t.LU,
081572372_t.LU,
081614504_t.LU,
081637482_t.LU,
081637512_t.LU,
081680868_t.LU,
081684081_t.LU,
081685070_t.LU,
081685541_t.LU,
081685878_t.LU,
081752753_t.LU,
081812861_t.LU,
081812993_t.LU,
081813051_t.LU,
081813086_t.LU,
081818665_t.LU,
081818673_t.LU,
081818754_t.LU,
081818860_t.LU,
081818959_t.LU,
081819017_t.LU,
081819084_t.LU,
081819106_t.LU,
081823855_t.LU,
081825602_t.LU,
081828016_t.LU,
081829357_t.LU,
081852677_t.LU,
081852898_t.LU,
081895716_t.LU,
081998043_t.LU,
081999465_t.LU,
082067795_t.LU,
082078541_t.LU,
082098259_t.LU,
082098305_t.LU,
082098356_t.LU,
082098364_t.LU,
082098372_t.LU,
082098437_t.LU,
082098453_t.LU,
082098518_t.LU,
082100482_t.LU,
082100547_t.LU,
082100563_t.LU,
082101756_t.LU,
082102507_t.LU,
082102531_t.LU,
082102582_t.LU,
082102604_t.LU,
082102647_t.LU,
082160434_t.LU,
082160469_t.LU,
082160477_t.LU,
082160493_t.LU,
082160507_t.LU,
082160515_t.LU,
082160523_t.LU,
082160531_t.LU,
082160558_t.LU,
082160639_t.LU,
082160663_t.LU,
082160795_t.LU,
082160809_t.LU,
082305327_t.LU,
082305670_t.LU,
082330569_t.LU,
082349464_t.LU,
082349529_t.LU,
082349537_t.LU,
082349588_t.LU,
082349596_t.LU,
082349600_t.LU,
082350306_t.LU,
082350349_t.LU,
082350365_t.LU,
082350373_t.LU,
082350519_t.LU,
082350535_t.LU,
082350543_t.LU,
082350551_t.LU,
082350560_t.LU,
082350608_t.LU,
082350772_t.LU,
082350853_t.LU,
082350934_t.LU,
082350993_t.LU,
082351027_t.LU,
082351043_t.LU,
082351116_t.LU,
082351124_t.LU,
082351132_t.LU,
082351159_t.LU,
082351167_t.LU,
082351213_t.LU,
082351230_t.LU,
082351256_t.LU,
082351329_t.LU,
082351337_t.LU,
082351400_t.LU,
082352597_t.LU,
082352619_t.LU,
082352643_t.LU,
082352686_t.LU,
082352708_t.LU,
082352716_t.LU,
082515194_t.LU,
082543511_t.LU,
082605533_t.LU,
082649499_t.LU,
082655760_t.LU,
082656928_t.LU,
082749225_t.LU,
082798021_t.LU,
082798706_t.LU,
082801502_t.LU,
082838635_t.LU,
082872370_t.LU,
082875573_t.LU,
082875760_t.LU,
082878033_t.LU,
082919198_t.LU,
082935916_t.LU,
083038039_t.LU,
083044284_t.LU,
083137762_t.LU,
083138823_t.LU,
083157232_t.LU,
08327602X.LU,
083297867_t.LU,
083397136_t.LU,
083415266_t.LU,
083461322_t.LU,
083494875_t.LU,
083566035_t.LU,
083568445_t.LU,
083625350_t.LU,
083628189_t.LU,
083645792_t.LU,
083645822_t.LU,
083891874_t.LU,
083939621_t.LU,
083947292_t.LU,
083951974_t.LU,
083952083_t.LU,
084026085_t.LU,
084052132_t.LU,
084094854_t.LU,
084164704_t.LU,
084182052_t.LU,
084191787_t.LU,
084199362_t.LU,
084206598_t.LU,
084207098_t.LU,
084207268_t.LU,
084207276_t.LU,
084207411_t.LU,
084207560_t.LU,
084207632_t.LU,
084207683_t.LU,
084207721_t.LU,
084207748_t.LU,
084207799_t.LU,
084207837_t.LU,
084209627_t.LU,
084231355_t.LU,
084232416_t.LU,
084242985_t.LU,
084243612_t.LU,
084256587_t.LU,
084316792_t.LU,
084322911_t.LU,
084323543_t.LU,
084351792_t.LU,
084351849_t.LU,
084351865_t.LU,
084351881_t.LU,
084351989_t.LU,
084352195_t.LU,
084389242_t.LU,
084438995_t.LU,
084439100_t.LU,
084439185_t.LU,
084469432_t.LU,
084546356_t.LU,
084562688_t.LU,
084563374_t.LU,
084602388_t.LU,
084605166_t.LU,
084611743_t.LU,
084618578_t.LU,
084618802_t.LU,
084619124_t.LU,
084619183_t.LU,
084619833_t.LU,
084676357_t.LU,
084676454_t.LU,
084676519_t.LU,
084848042_t.LU,
084851507_t.LU,
084851582_t.LU,
084851647_t.LU,
084851655_t.LU,
084851680_t.LU,
084851710_t.LU,
084878324_t.LU,
084903388_t.LU,
084905887_t.LU,
084905917_t.LU,
084905933_t.LU,
084951234_t.LU,
084966835_t.LU,
084984507_t.LU,
084990361_t.LU,
085041495_t.LU,
085089480_t.LU,
085089943_t.LU,
085114018_t.LU,
085114034_t.LU,
085114042_t.LU,
085130765_t.LU,
085135988_t.LU,
085162420_t.LU,
085193058_t.LU,
085247603_t.LU,
085274449_t.LU,
085293389_t.LU,
085313827_t.LU,
085316141_t.LU,
085394347_t.LU,
085437160_t.LU,
085438808_t.LU,
085442384_t.LU,
085442449_t.LU,
085469355_t.LU,
085473689_t.LU,
085491164_t.LU,
085492829_t.LU,
085546414_t.LU,
085633198_t.LU,
085649094_t.LU,
085720180_t.LU,
085744496_t.LU,
085770349_t.LU,
085787217_t.LU,
085787225_t.LU,
085787233_t.LU,
085802291_t.LU,
085802305_t.LU,
085847287_t.LU,
085851098_t.LU,
085851179_t.LU,
085860313_t.LU,
085978888_t.LU,
085978896_t.LU,
085984888_t.LU,
086088568_t.LU,
086088851_t.LU,
086089319_t.LU,
086090333_t.LU,
086091097_t.LU,
086093570_t.LU,
086097036_t.LU,
086099454_t.LU,
086099799_t.LU,
086099845_t.LU,
086099900_t.LU,
086100894_t.LU,
086100908_t.LU,
086100967_t.LU,
086100983_t.LU,
086101009_t.LU,
086101050_t.LU,
086153076_t.LU,
086231905_t.LU,
086232472_t.LU,
086260913_t.LU,
086267381_t.LU,
086269133_t.LU,
086269554_t.LU,
086357836_t.LU,
086385708_t.LU,
086423375_t.LU,
086475383_t.LU,
086475430_t.LU,
086481430_t.LU,
086481880_t.LU,
086625563_t.LU,
086645335_t.LU,
086686422_t.LU,
086686465_t.LU,
086686490_t.LU,
086686554_t.LU,
086691396_t.LU,
086777207_t.LU,
086792303_t.LU,
086792311_t.LU,
086792320_t.LU,
086804000_t.LU,
086833948_t.LU,
086843307_t.LU,
086843331_t.LU,
086848473_t.LU,
086850192_t.LU,
086851008_t.LU,
086884801_t.LU,
086941961_t.LU,
086945711_t.LU,
086946351_t.LU,
086947838_t.LU,
087018091_t.LU,
087054349_t.LU,
087069907_t.LU,
087117863_t.LU,
087117910_t.LU,
087117928_t.LU,
087117936_t.LU,
087117987_t.LU,
087123278_t.LU,
087125149_t.LU,
087134172_t.LU,
087141837_t.LU,
087141861_t.LU,
087143228_t.LU,
087164225_t.LU,
087196305_t.LU,
087199533_t.LU,
087199541_t.LU,
087199568_t.LU,
087225437_t.LU,
087259099_t.LU,
087270149_t.LU,
087277461_t.LU,
087308316_t.LU,
087324928_t.LU,
087325075_t.LU,
087326560_t.LU,
087366332_t.LU,
087366375_t.LU,
087367088_t.LU,
087367819_t.LU,
087384152_t.LU,
087385833_t.LU,
087386325_t.LU,
087386937_t.LU,
087388166_t.LU,
087389901_t.LU,
087390705_t.LU,
087398536_t.LU,
087485994_t.LU,
087486168_t.LU,
087534049_t.LU,
087534065_t.LU,
087534502_t.LU,
087547493_t.LU,
087556433_t.LU,
087556786_t.LU,
087557359_t.LU,
087558002_t.LU,
087578593_t.LU,
087578801_t.LU,
087579719_t.LU,
087609669_t.LU,
087639851_t.LU,
087639932_t.LU,
087639959_t.LU,
087639983_t.LU,
087668886_t.LU,
087711439_t.LU,
087711510_t.LU,
087711587_t.LU,
087714349_t.LU,
087717194_t.LU,
087722953_t.LU,
087723283_t.LU,
087725391_t.LU,
087725561_t.LU,
087759407_t.LU,
087759466_t.LU,
087759474_t.LU,
087760251_t.LU,
087762165_t.LU,
087779386_t.LU,
087779491_t.LU,
087779807_t.LU,
087782549_t.LU,
087782557_t.LU,
087789420_t.LU,
087802426_t.LU,
087811816_t.LU,
087811832_t.LU,
087819299_t.LU,
087858545_t.LU,
087858588_t.LU,
087858855_t.LU,
087858901_t.LU,
087874303_t.LU,
087874338_t.LU,
087874451_t.LU,
087874591_t.LU,
087874869_t.LU,
087875237_t.LU,
087875776_t.LU,
087879135_t.LU,
087879917_t.LU,
087881016_t.LU,
087881024_t.LU,
087881067_t.LU,
087881415_t.LU,
087881482_t.LU,
087885445_t.LU,
087886522_t.LU,
087903516_t.LU,
087904954_t.LU,
087909131_t.LU,
087909565_t.LU,
087963721_t.LU,
087963900_t.LU,
087970299_t.LU,
087995356_t.LU,
087996514_t.LU,
088025695_t.LU,
088025733_t.LU,
088025741_t.LU,
088025806_t.LU,
088027892_t.LU,
088028066_t.LU,
088030290_t.LU,
088044860_t.LU,
088097696_t.LU,
088097700_t.LU,
088147898_t.LU,
08815569X.LU,
088181034_t.LU,
088181573_t.LU,
088208641_t.LU,
088211197_t.LU,
088216679_t.LU,
088222601_t.LU,
088222920_t.LU,
088280890_t.LU,
088280997_t.LU,
088281128_t.LU,
088281284_t.LU,
088281454_t.LU,
088281560_t.LU,
088284992_t.LU,
088312546_t.LU,
088360834_t.LU,
088363345_t.LU,
088369793_t.LU,
088388046_t.LU,
088397304_t.LU,
088400232_t.LU,
088410416_t.LU,
088410424_t.LU,
088414128_t.LU,
088459814_t.LU,
088466136_t.LU,
088471784_t.LU,
088471938_t.LU,
088471997_t.LU,
088556267_t.LU,
088560361_t.LU,
088630491_t.LU,
088639715_t.LU,
088657233_t.LU,
088729668_t.LU,
088731069_t.LU,
088734718_t.LU,
088734742_t.LU,
088734858_t.LU,
088735145_t.LU,
088735960_t.LU,
088737938_t.LU,
088759257_t.LU,
088794265_t.LU,
088808932_t.LU,
088809009_t.LU,
088809815_t.LU,
088809831_t.LU,
088809912_t.LU,
088810180_t.LU,
088810511_t.LU,
088839641_t.LU,
088840739_t.LU,
088848586_t.LU,
088849035_t.LU,
088887409_t.LU,
088894995_t.LU,
088895142_t.LU,
088919785_t.LU,
088940555_t.LU,
088941616_t.LU,
088956338_t.LU,
088989864_t.LU,
088993292_t.LU,
088994795_t.LU,
089058759_t.LU,
089059437_t.LU,
089059488_t.LU,
089080339_t.LU,
089080568_t.LU,
089101867_t.LU,
089101875_t.LU,
089101883_t.LU,
089101913_t.LU,
089104742_t.LU,
089114586_t.LU,
089136261_t.LU,
089139066_t.LU,
089178002_t.LU,
089211549_t.LU,
089309913_t.LU,
089309930_t.LU,
089310067_t.LU,
089320127_t.LU,
089321905_t.LU,
089334306_t.LU,
089358663_t.LU,
089358698_t.LU,
089358957_t.LU,
089363748_t.LU,
089428882_t.LU,
089488508_t.LU,
089536596_t.LU,
089536898_t.LU,
089538777_t.LU,
089573173_t.LU,
089577411_t.LU,
089577918_t.LU,
089582121_t.LU,
089608104_t.LU,
089611849_t.LU,
089612039_t.LU,
089612098_t.LU,
089615623_t.LU,
089616727_t.LU,
089659191_t.LU,
089698561_t.LU,
089698782_t.LU,
089698847_t.LU,
089702631_t.LU,
089721652_t.LU,
089727693_t.LU,
089744733_t.LU,
089744903_t.LU,
089744920_t.LU,
089745560_t.LU,
089745586_t.LU,
089770041_t.LU,
089775469_t.LU,
089777356_t.LU,
089783585_t.LU,
089783909_t.LU,
089784492_t.LU,
089784573_t.LU,
089784581_t.LU,
089784735_t.LU,
089784808_t.LU,
089798671_t.LU,
089798833_t.LU,
089826942_t.LU,
089828015_t.LU,
089828074_t.LU,
089828112_t.LU,
089843871_t.LU,
089844711_t.LU,
089859689_t.LU,
089950023_t.LU,
089952280_t.LU,
089954762_t.LU,
089956129_t.LU,
089967775_t.LU,
089969344_t.LU,
090019082_t.LU,
090020366_t.LU,
090026143_t.LU,
090081764_t.LU,
09009647X.LU,
090117901_t.LU,
090132814_t.LU,
090135759_t.LU,
090136445_t.LU,
090145827_t.LU,
090146009_t.LU,
090179543_t.LU,
090180916_t.LU,
090230816_t.LU,
090243675_t.LU,
090243683_t.LU,
090344226_t.LU,
090344228_t.LU,
090353110_t.LU,
090379119_t.LU,
090394932_t.LU,
090395114_t.LU,
090395262_t.LU,
090420623_t.LU,
090459287_t.LU,
090493480_t.LU,
090529811_t.LU,
090530208_t.LU,
090530500_t.LU,
090565672_t.LU,
090570617_t.LU,
090571036_t.LU,
090639064_t.LU,
090639170_t.LU,
090685520_t.LU,
090686755_t.LU,
090687417_t.LU,
090725904_t.LU,
090726064_t.LU,
090726587_t.LU,
090733508_t.LU,
090733532_t.LU,
090733583_t.LU,
090733605_t.LU,
090790960_t.LU,
090792245_t.LU,
090840975_t.LU,
090843770_t.LU,
090846493_t.LU,
090846671_t.LU,
090846698_t.LU,
090847139_t.LU,
090850750_t.LU,
090850814_t.LU,
090855247_t.LU,
090855948_t.LU,
090855964_t.LU,
090855972_t.LU,
090856065_t.LU,
090857053_t.LU,
090877976_t.LU,
090878506_t.LU,
090936140_t.LU,
090977342_t.LU,
091047098_t.LU,
091047136_t.LU,
091047292_t.LU,
091048728_t.LU,
091048949_t.LU,
091052806_t.LU,
091088126_t.LU,
091089653_t.LU,
091094355_t.LU,
091095017_t.LU,
091102447_t.LU,
091130190_t.LU,
091140209_t.LU,
091151715_t.LU,
091152975_t.LU,
091172135_t.LU,
091180677_t.LU,
091190076_t.LU,
091208245_t.LU,
091214725_t.LU,
091215535_t.LU,
091225450_t.LU,
091265656_t.LU,
091266083_t.LU,
091293048_t.LU,
091293129_t.LU,
091294656_t.LU,
091294737_t.LU,
091294885_t.LU,
091302624_t.LU,
091324792_t.LU,
091360047_t.LU,
091384108_t.LU,
091386208_t.LU,
091388421_t.LU,
091429845_t.LU,
091430347_t.LU,
091431467_t.LU,
091469723_t.LU,
091480409_t.LU,
091480441_t.LU,
091480565_t.LU,
091480603_t.LU,
091518384_t.LU,
09154124X.LU,
091619121_t.LU,
091619423_t.LU,
091642506_t.LU,
091672243_t.LU,
091672251_t.LU,
091672545_t.LU,
091672812_t.LU,
091746417_t.LU,
091764261_t.LU,
091808757_t.LU,
091818361_t.LU,
091818531_t.LU,
091903741_t.LU,
091903776_t.LU,
091903814_t.LU,
091903903_t.LU,
092023125_t.LU,
092023141_t.LU,
092035018_t.LU,
092036065_t.LU,
092036332_t.LU,
092036928_t.LU,
092036944_t.LU,
092037002_t.LU,
092124649_t.LU,
092124916_t.LU,
092125645_t.LU,
092183173_t.LU,
092183882_t.LU,
092184145_t.LU,
092184293_t.LU,
092219356_t.LU,
092237648_t.LU,
092237753_t.LU,
092285553_t.LU,
092285880_t.LU,
092286690_t.LU,
092288005_t.LU,
092306054_t.LU,
092310337_t.LU,
092330524_t.LU,
092343898_t.LU,
092343979_t.LU,
092346455_t.LU,
092359999_t.LU,
092360067_t.LU,
092364569_t.LU,
092364801_t.LU,
092364917_t.LU,
092364968_t.LU,
092368602_t.LU,
092371131_t.LU,
092398226_t.LU,
092398617_t.LU,
092398951_t.LU,
092399176_t.LU,
092499154_t.LU,
092504395_t.LU,
092512665_t.LU,
092550834_t.LU,
092551008_t.LU,
092563278_t.LU,
092565378_t.LU,
092567478_t.LU,
092567516_t.LU,
092603253_t.LU,
092649377_t.LU,
092678555_t.LU,
092682064_t.LU,
092682242_t.LU,
092684300_t.LU,
092684466_t.LU,
092684504_t.LU,
092684555_t.LU,
092684644_t.LU,
092706940_t.LU,
092720560_t.LU,
092745708_t.LU,
092763137_t.LU,
092764664_t.LU,
092767426_t.LU,
092788431_t.LU,
092812863_t.LU,
092843343_t.LU,
092843513_t.LU,
092844536_t.LU,
092898121_t.LU,
092971830_t.LU,
093048938_t.LU,
093130308_t.LU,
093144562_t.LU,
093144996_t.LU,
093145291_t.LU,
093146000_t.LU,
093167325_t.LU,
093227255_t.LU,
093228804_t.LU,
093256875_t.LU,
093272587_t.LU,
093272617_t.LU,
093275772_t.LU,
093276183_t.LU,
093285476_t.LU,
093285689_t.LU,
093309910_t.LU,
093318129_t.LU,
093320662_t.LU,
093349946_t.LU,
093350278_t.LU,
093351371_t.LU,
093357477_t.LU,
093379985_t.LU,
093390814_t.LU,
093428790_t.LU,
093435575_t.LU,
093438191_t.LU,
093456076_t.LU,
093503449_t.LU,
093503546_t.LU,
093527704_t.LU,
093571851_t.LU,
093571967_t.LU,
093578155_t.LU,
093591577_t.LU,
093592263_t.LU,
093620364_t.LU,
093673204_t.LU,
093673271_t.LU,
093673352_t.LU,
093673409_t.LU,
093681673_t.LU,
093712315_t.LU,
093716477_t.LU,
093716779_t.LU,
093717970_t.LU,
093718275_t.LU,
093722329_t.LU,
093727088_t.LU,
093732324_t.LU,
093755464_t.LU,
093771117_t.LU,
093815491_t.LU,
093815866_t.LU,
093816498_t.LU,
093869982_t.LU,
093895843_t.LU,
093896181_t.LU,
093896971_t.LU,
093901452_t.LU,
093901967_t.LU,
093902327_t.LU,
093903161_t.LU,
093903242_t.LU,
093903293_t.LU,
093903587_t.LU,
093906268_t.LU,
093942426_t.LU,
093950445_t.LU,
093950453_t.LU,
093958683_t.LU,
093958799_t.LU,
093991206_t.LU,
094006945_t.LU,
094025303_t.LU,
094028132_t.LU,
094036160_t.LU,
094051924_t.LU,
094068398_t.LU,
094069815_t.LU,
094106796_t.LU,
094107130_t.LU,
094107679_t.LU,
094107776_t.LU,
094108659_t.LU,
094116929_t.LU,
094118140_t.LU,
094123534_t.LU,
094156947_t.LU,
094160596_t.LU,
094178487_t.LU,
094178525_t.LU,
094191173_t.LU,
094191335_t.LU,
094192633_t.LU,
094194199_t.LU,
094194202_t.LU,
094197066_t.LU,
094197244_t.LU,
094197554_t.LU,
094198895_t.LU,
094205522_t.LU,
094207282_t.LU,
094209293_t.LU,
094210534_t.LU,
094211131_t.LU,
094211522_t.LU,
094213045_t.LU,
094214505_t.LU,
094214874_t.LU,
094219671_t.LU,
094261970_t.LU,
094261988_t.LU,
094261996_t.LU,
094268290_t.LU,
094283191_t.LU,
094284023_t.LU,
094284279_t.LU,
094284538_t.LU,
094284767_t.LU,
094285020_t.LU,
094285283_t.LU,
094288401_t.LU,
094288428_t.LU,
094299187_t.LU,
094299314_t.LU,
094299411_t.LU,
094328969_t.LU,
094332362_t.LU,
094340152_t.LU,
094340276_t.LU,
094349141_t.LU,
094352509_t.LU,
094361753_t.LU,
094375517_t.LU,
094376351_t.LU,
094376742_t.LU,
094422469_t.LU,
094431620_t.LU,
094445213_t.LU,
094445566_t.LU,
094445612_t.LU,
094445663_t.LU,
094445701_t.LU,
094505674_t.LU,
094509653_t.LU,
094514495_t.LU,
094543398_t.LU,
094543746_t.LU,
094550114_t.LU,
094561973_t.LU,
094562031_t.LU,
094562066_t.LU,
094562147_t.LU,
094562180_t.LU,
094562295_t.LU,
094562333_t.LU,
094562414_t.LU,
094562473_t.LU,
094572533_t.LU,
094593085_t.LU,
094593573_t.LU,
094663385_t.LU,
094663598_t.LU,
094664403_t.LU,
094670080_t.LU,
094670250_t.LU,
094671230_t.LU,
094678587_t.LU,
094678617_t.LU,
094679036_t.LU,
094679168_t.LU,
094684714_t.LU,
094684749_t.LU,
094702500_t.LU,
094702534_t.LU,
094702623_t.LU,
094745004_t.LU,
094745900_t.LU,
094770297_t.LU,
094770351_t.LU,
094771021_t.LU,
094773245_t.LU,
094774195_t.LU,
094774233_t.LU,
094774730_t.LU,
094775337_t.LU,
094775345_t.LU,
094775353_t.LU,
094776767_t.LU,
094783437_t.LU,
094783470_t.LU,
094783496_t.LU,
094783623_t.LU,
094783739_t.LU,
094790131_t.LU,
094838347_t.LU,
094839769_t.LU,
094864160_t.LU,
094864216_t.LU,
094893399_t.LU,
094912750_t.LU,
094917832_t.LU,
094938104_t.LU,
094971616_t.LU,
094971870_t.LU,
094971969_t.LU,
094972272_t.LU,
094972914_t.LU,
094972981_t.LU,
094982804_t.LU,
095002528_t.LU,
095030521_t.LU,
095045944_t.LU,
095058060_t.LU,
095058582_t.LU,
095058655_t.LU,
095058698_t.LU,
095058795_t.LU,
095059007_t.LU,
095059376_t.LU,
095059449_t.LU,
095059902_t.LU,
095062024_t.LU,
095082734_t.LU,
095094396_t.LU,
095095496_t.LU,
095095828_t.LU,
095139469_t.LU,
095139515_t.LU,
095155723_t.LU,
095155766_t.LU,
095155839_t.LU,
095162088_t.LU,
095206735_t.LU,
095238432_t.LU,
095249493_t.LU,
095258425_t.LU,
095279236_t.LU,
095279406_t.LU,
095281788_t.LU,
095303960_t.LU,
095309801_t.LU,
095347444_t.LU,
095347657_t.LU,
095348211_t.LU,
095355862_t.LU,
095371604_t.LU,
095378722_t.LU,
095398090_t.LU,
095403140_t.LU,
095404251_t.LU,
095404693_t.LU,
095404774_t.LU,
095419038_t.LU,
095419739_t.LU,
095425585_t.LU,
095425623_t.LU,
095425666_t.LU,
095425895_t.LU,
095481094_t.LU,
095483291_t.LU,
095483305_t.LU,
095484565_t.LU,
095498485_t.LU,
095504388_t.LU,
095504477_t.LU,
095511244_t.LU,
095511473_t.LU,
095558399_t.LU,
095560873_t.LU,
095561080_t.LU,
095561136_t.LU,
095561225_t.LU,
095561241_t.LU,
095561381_t.LU,
095562299_t.LU,
095562353_t.LU,
095562655_t.LU,
095572162_t.LU,
095573371_t.LU,
095579345_t.LU,
095599281_t.LU,
095599338_t.LU,
095600115_t.LU,
095603785_t.LU,
095604579_t.LU,
095622275_t.LU,
095634869_t.LU,
095655246_t.LU,
095656102_t.LU,
095689370_t.LU,
095699898_t.LU,
095700179_t.LU,
095702228_t.LU,
095713335_t.LU,
095728413_t.LU,
095760708_t.LU,
095772161_t.LU,
095797075_t.LU,
095805655_t.LU,
095874517_t.LU,
095880258_t.LU,
095881939_t.LU,
095884318_t.LU,
095894852_t.LU,
095907083_t.LU,
095935222_t.LU,
095936750_t.LU,
095936849_t.LU,
095959164_t.LU,
095963102_t.LU,
095964125_t.LU,
095973876_t.LU,
096016638_t.LU,
096030916_t.LU,
096032129_t.LU,
096039140_t.LU,
096042752_t.LU,
096043317_t.LU,
096064345_t.LU,
096068387_t.LU,
096094370_t.LU,
096094434_t.LU,
096094477_t.LU,
096094485_t.LU,
096142501_t.LU,
096142617_t.LU,
096165218_t.LU,
096194315_t.LU,
096197390_t.LU,
096200145_t.LU,
096202008_t.LU,
096204892_t.LU,
096229780_t.LU,
096263872_t.LU,
096273860_t.LU,
096303114_t.LU,
096320230_t.LU,
096340320_t.LU,
096340435_t.LU,
096340451_t.LU,
096340494_t.LU,
096350821_t.LU,
096353596_t.LU,
096353634_t.LU,
096358237_t.LU,
096372086_t.LU,
096391242_t.LU,
096391293_t.LU,
096391633_t.LU,
096399022_t.LU,
096399375_t.LU,
096408404_t.LU,
096410875_t.LU,
096481187_t.LU,
096491301_t.LU,
096508964_t.LU,
096510802_t.LU,
096510896_t.LU,
096510985_t.LU,
096522878_t.LU,
096553587_t.LU,
096554834_t.LU,
096605188_t.LU,
096625120_t.LU,
096660324_t.LU,
096661193_t.LU,
096662149_t.LU,
096663960_t.LU,
096666560_t.LU,
096669313_t.LU,
096669712_t.LU,
096670427_t.LU,
096671369_t.LU,
096685068_t.LU,
096689047_t.LU,
096690924_t.LU,
096691025_t.LU,
096710879_t.LU,
096726210_t.LU,
096825641_t.LU,
096827431_t.LU,
096828250_t.LU,
096829922_t.LU,
096830378_t.LU,
096831897_t.LU,
096881347_t.LU,
096881398_t.LU,
096881436_t.LU,
096886403_t.LU,
096887175_t.LU,
096889151_t.LU,
096892870_t.LU,
096905653_t.LU,
096906455_t.LU,
096914466_t.LU,
096930968_t.LU,
096931034_t.LU,
096931824_t.LU,
096932367_t.LU,
096936575_t.LU,
096954921_t.LU,
096954930_t.LU,
096956312_t.LU,
096957521_t.LU,
096957696_t.LU,
096963777_t.LU,
096964021_t.LU,
096964099_t.LU,
096970927_t.LU,
096973489_t.LU,
097089558_t.LU,
097109346_t.LU,
097142505_t.LU,
097142602_t.LU,
097142688_t.LU,
097155828_t.LU,
097155887_t.LU,
097156409_t.LU,
097193266_t.LU,
097199213_t.LU,
097199248_t.LU,
097214883_t.LU,
097223718_t.LU,
097248583_t.LU,
097249512_t.LU,
097261768_t.LU,
097263841_t.LU,
097283176_t.LU,
097289255_t.LU,
097321175_t.LU,
097343012_t.LU,
097369470_t.LU,
097463956_t.LU,
097464022_t.LU,
097466980_t.LU,
097470669_t.LU,
097480087_t.LU,
097512043_t.LU,
097512213_t.LU,
097525978_t.LU,
097526052_t.LU,
097529922_t.LU,
097529949_t.LU,
097529957_t.LU,
097529965_t.LU,
097530009_t.LU,
097533458_t.LU,
097562075_t.LU,
097574979_t.LU,
097582912_t.LU,
097618143_t.LU,
097618461_t.LU,
097629668_t.LU,
097657629_t.LU,
097714851_t.LU,
097744351_t.LU,
097748438_t.LU,
